simulation_type,replication_id,fine_amount,avg_coop_propensity_all,avg_punishment_propensity,prop_group_retaliation,avg_ret_threshold_gr,prop_probabilistic,avg_coop_propensity_prob,cooperators_last_trial,is_cooperation_achieved
sim1,23,1.5,0.12647447545136456,0.09234935516795711,0.0,0.0,1.0,0.12647447545136456,25,false
sim1,24,1.5,0.0937053701757102,0.09102359332183844,0.0,0.0,1.0,0.0937053701757102,12,false
sim1,25,1.5,0.0796402461044633,0.11252869376356768,0.0,0.0,1.0,0.0796402461044633,24,false
sim1,26,1.5,0.09753624649593978,0.06724650724123489,0.0,0.0,1.0,0.09753624649593978,26,false
sim1,27,1.5,0.08109752842778407,0.08180423322458488,0.0,0.0,1.0,0.08109752842778407,8,false
sim1,28,1.5,0.048489772747395195,0.057296884020469445,0.0,0.0,1.0,0.048489772747395195,19,false
sim1,29,1.5,0.1101361375797415,0.1111000340782567,0.0,0.0,1.0,0.1101361375797415,19,false
sim1,30,1.5,0.10534356052084762,0.09146068002691368,0.0,0.0,1.0,0.10534356052084762,20,false
sim1,31,1.5,0.10776268577372658,0.1076458146111021,0.0,0.0,1.0,0.10776268577372658,16,false
sim1,32,1.5,0.09065818885621672,0.08070343778014885,0.0,0.0,1.0,0.09065818885621672,14,false
sim1,33,1.5,0.10144241566980833,0.09090030333747169,0.0,0.0,1.0,0.10144241566980833,13,false
sim1,34,1.5,0.05674815871492268,0.04331016547731677,0.0,0.0,1.0,0.05674815871492268,14,false
sim1,35,1.5,0.05717660854193911,0.06316404603963419,0.0,0.0,1.0,0.05717660854193911,23,false
sim1,36,1.5,0.07365131162682936,0.0700542453410344,0.0,0.0,1.0,0.07365131162682936,19,false
sim1,37,1.5,0.10735496868070214,0.1260208087566657,0.0,0.0,1.0,0.10735496868070214,21,false
sim1,38,1.5,0.09002387918529392,0.09273261193688687,0.0,0.0,1.0,0.09002387918529392,18,false
sim1,39,1.5,0.07653397930311945,0.07353138729040327,0.0,0.0,1.0,0.07653397930311945,14,false
sim1,40,1.5,0.09182694381650712,0.09242916105926241,0.0,0.0,1.0,0.09182694381650712,29,false
sim1,41,1.5,0.09308184019944084,0.08850185032896218,0.0,0.0,1.0,0.09308184019944084,12,false
sim1,42,1.5,0.10361219602615573,0.07020897045189395,0.0,0.0,1.0,0.10361219602615573,30,false
sim1,43,1.5,0.08016603299799474,0.06270727040045623,0.0,0.0,1.0,0.08016603299799474,23,false
sim1,44,1.5,0.09198472099295549,0.0868281492492566,0.0,0.0,1.0,0.09198472099295549,12,false
sim1,45,1.5,0.10658369140034474,0.10015561302915138,0.0,0.0,1.0,0.10658369140034474,19,false
sim1,46,1.5,0.09043734723241602,0.11921995297421636,0.0,0.0,1.0,0.09043734723241602,13,false
sim1,47,1.5,0.08431584132050221,0.06656623654590231,0.0,0.0,1.0,0.08431584132050221,10,false
sim1,48,1.5,0.053313052771807354,0.0784113763168608,0.0,0.0,1.0,0.053313052771807354,16,false
sim1,49,1.5,0.11250666210689239,0.10467451444014467,0.0,0.0,1.0,0.11250666210689239,20,false
sim1,50,1.5,0.06925612096798761,0.06041400641292374,0.0,0.0,1.0,0.06925612096798761,20,false
sim1,51,1.5,0.10478062318578191,0.06929484171323463,0.0,0.0,1.0,0.10478062318578191,15,false
sim1,52,1.5,0.06779239134373422,0.06991855608345716,0.0,0.0,1.0,0.06779239134373422,12,false
sim1,53,1.5,0.04686606941801233,0.056876433819028946,0.0,0.0,1.0,0.04686606941801233,22,false
sim1,54,1.5,0.07543314071816935,0.06292584989881023,0.0,0.0,1.0,0.07543314071816935,13,false
sim1,55,1.5,0.09379710075216946,0.06523508404541353,0.0,0.0,1.0,0.09379710075216946,23,false
sim1,56,1.5,0.12861310346529992,0.08760241208118576,0.0,0.0,1.0,0.12861310346529992,19,false
sim1,57,1.5,0.0560065726656019,0.05785388118163449,0.0,0.0,1.0,0.0560065726656019,9,false
sim1,58,1.5,0.09227466572072472,0.09989405108815967,0.0,0.0,1.0,0.09227466572072472,14,false
sim1,59,1.5,0.08023292078295864,0.0602848536281278,0.0,0.0,1.0,0.08023292078295864,22,false
sim1,60,1.5,0.10379306767322058,0.11820571167990077,0.0,0.0,1.0,0.10379306767322058,17,false
sim1,61,1.5,0.10877749678820184,0.10112570176518743,0.0,0.0,1.0,0.10877749678820184,11,false
sim1,62,1.5,0.1022324392171276,0.07023908118183064,0.0,0.0,1.0,0.1022324392171276,14,false
sim1,63,1.5,0.10615703946807171,0.053670345182881045,0.0,0.0,1.0,0.10615703946807171,26,false
sim1,64,1.5,0.062238266190530425,0.07689532860844403,0.0,0.0,1.0,0.062238266190530425,27,false
sim1,65,1.5,0.09489984577625321,0.10338723322842373,0.0,0.0,1.0,0.09489984577625321,19,false
sim1,66,1.5,0.0904401602689541,0.0682528108115224,0.0,0.0,1.0,0.0904401602689541,17,false
sim1,67,1.5,0.07384933307041595,0.08110976843670623,0.0,0.0,1.0,0.07384933307041595,25,false
sim1,68,1.5,0.08606730192656674,0.10564439573465374,0.0,0.0,1.0,0.08606730192656674,17,false
sim1,69,1.5,0.08751067227710077,0.055267886774242395,0.0,0.0,1.0,0.08751067227710077,24,false
sim1,70,1.5,0.05991065770906622,0.05809281182842221,0.0,0.0,1.0,0.05991065770906622,18,false
sim1,71,1.5,0.06478321859417864,0.08188615915661054,0.0,0.0,1.0,0.06478321859417864,12,false
sim1,72,1.5,0.1340103740978124,0.08217603703855891,0.0,0.0,1.0,0.1340103740978124,26,false
sim1,73,1.5,0.05770680110758426,0.087602451694345,0.0,0.0,1.0,0.05770680110758426,14,false
sim1,74,1.5,0.10495026873595,0.09673043545511317,0.0,0.0,1.0,0.10495026873595,20,false
sim1,75,1.5,0.044921934124867086,0.09385384631168278,0.0,0.0,1.0,0.044921934124867086,20,false
sim1,76,1.5,0.0884263650964728,0.09799982681252745,0.0,0.0,1.0,0.0884263650964728,14,false
sim1,77,1.5,0.09650376309186759,0.08314815627418153,0.0,0.0,1.0,0.09650376309186759,13,false
sim1,78,1.5,0.11540675643513523,0.10536707369462764,0.0,0.0,1.0,0.11540675643513523,19,false
sim1,79,1.5,0.0703690711159549,0.07504527213347967,0.0,0.0,1.0,0.0703690711159549,20,false
sim1,80,1.5,0.08467417397825867,0.08105371030225549,0.0,0.0,1.0,0.08467417397825867,11,false
sim1,81,1.5,0.05945356017624324,0.07531347265125853,0.0,0.0,1.0,0.05945356017624324,18,false
sim1,82,1.5,0.09060500354743685,0.10089536499054418,0.0,0.0,1.0,0.09060500354743685,11,false
sim1,83,1.5,0.06526860103912557,0.09077475017739005,0.0,0.0,1.0,0.06526860103912557,17,false
sim1,84,1.5,0.07857444418731943,0.07025381598911927,0.0,0.0,1.0,0.07857444418731943,17,false
sim1,85,1.5,0.13303818831520814,0.09435968422233676,0.0,0.0,1.0,0.13303818831520814,18,false
sim1,86,1.5,0.1202420839809453,0.11123758794255392,0.0,0.0,1.0,0.1202420839809453,18,false
sim1,87,1.5,0.09464214608063493,0.08337275821610128,0.0,0.0,1.0,0.09464214608063493,13,false
sim1,88,1.5,0.07227448678169991,0.07886466923616668,0.0,0.0,1.0,0.07227448678169991,25,false
sim1,89,1.5,0.10002052340230871,0.10469014764297292,0.0,0.0,1.0,0.10002052340230871,21,false
sim1,90,1.5,0.08081546191816658,0.0958342992194272,0.0,0.0,1.0,0.08081546191816658,17,false
sim1,91,1.5,0.0703547852415291,0.08213756613914311,0.0,0.0,1.0,0.0703547852415291,23,false
sim1,92,1.5,0.09479005917363903,0.11701848715051495,0.0,0.0,1.0,0.09479005917363903,10,false
sim1,93,1.5,0.06874085337065285,0.09279712910200263,0.0,0.0,1.0,0.06874085337065285,7,false
sim1,94,1.5,0.11142795431457714,0.07826436833776974,0.0,0.0,1.0,0.11142795431457714,18,false
sim1,95,1.5,0.07565694991190927,0.1094371084097801,0.0,0.0,1.0,0.07565694991190927,9,false
sim1,96,1.5,0.12370155530021348,0.09501939853550628,0.0,0.0,1.0,0.12370155530021348,21,false
sim1,97,1.5,0.10394440109225717,0.09833916635483007,0.0,0.0,1.0,0.10394440109225717,15,false
sim1,98,1.5,0.14095497459737508,0.08136540880997431,0.0,0.0,1.0,0.14095497459737508,14,false
sim1,99,1.5,0.09988614989405269,0.11954720155301786,0.0,0.0,1.0,0.09988614989405269,12,false
sim1,100,1.5,0.07874291235812052,0.06644876073863328,0.0,0.0,1.0,0.07874291235812052,8,false
sim1,1,2.0,0.07341550346017031,0.09299413121030288,0.0,0.0,1.0,0.07341550346017031,8,false
sim1,2,2.0,0.07123309768838819,0.11252056229934639,0.0,0.0,1.0,0.07123309768838819,7,false
sim1,3,2.0,0.09680665054751449,0.07654186609281959,0.0,0.0,1.0,0.09680665054751449,21,false
sim1,4,2.0,0.10578456156538507,0.1157472456442284,0.0,0.0,1.0,0.10578456156538507,22,false
sim1,5,2.0,0.09460863998201369,0.10977160398194927,0.0,0.0,1.0,0.09460863998201369,12,false
sim1,6,2.0,0.06801423501761833,0.059526137426960515,0.0,0.0,1.0,0.06801423501761833,14,false
sim1,7,2.0,0.08123643715414876,0.09138717995293696,0.0,0.0,1.0,0.08123643715414876,14,false
sim1,8,2.0,0.09791260465321158,0.08881601971481592,0.0,0.0,1.0,0.09791260465321158,14,false
sim1,9,2.0,0.06106871597248454,0.06308118075682916,0.0,0.0,1.0,0.06106871597248454,16,false
sim1,10,2.0,0.062282816324501854,0.060124377947748144,0.0,0.0,1.0,0.062282816324501854,17,false
sim1,11,2.0,0.06764801974700214,0.054538509794668164,0.0,0.0,1.0,0.06764801974700214,15,false
sim1,12,2.0,0.10147291270824567,0.09860009049912792,0.0,0.0,1.0,0.10147291270824567,8,false
sim1,13,2.0,0.12746349437391893,0.06814335242183617,0.0,0.0,1.0,0.12746349437391893,11,false
sim1,14,2.0,0.11155714873847122,0.07979082711255607,0.0,0.0,1.0,0.11155714873847122,17,false
sim1,15,2.0,0.0640801056311765,0.054156659181962004,0.0,0.0,1.0,0.0640801056311765,18,false
sim1,16,2.0,0.12404182594196592,0.07888810473301561,0.0,0.0,1.0,0.12404182594196592,22,false
sim1,17,2.0,0.11671335204515676,0.10726566190561534,0.0,0.0,1.0,0.11671335204515676,17,false
sim1,18,2.0,0.07188594577265778,0.08132754577135329,0.0,0.0,1.0,0.07188594577265778,9,false
sim1,19,2.0,0.09056424043168844,0.06893304327744551,0.0,0.0,1.0,0.09056424043168844,24,false
sim1,20,2.0,0.05720115511486546,0.05604219003229853,0.0,0.0,1.0,0.05720115511486546,22,false
sim1,21,2.0,0.04653082312240784,0.07140091841101519,0.0,0.0,1.0,0.04653082312240784,13,false
sim1,22,2.0,0.08692332287280248,0.05805064065876629,0.0,0.0,1.0,0.08692332287280248,35,false
sim1,23,2.0,0.05596407591561859,0.06478121738658149,0.0,0.0,1.0,0.05596407591561859,11,false
sim1,24,2.0,0.0884284682058691,0.0922918547828627,0.0,0.0,1.0,0.0884284682058691,16,false
sim1,25,2.0,0.066477842576875,0.057892493097078945,0.0,0.0,1.0,0.066477842576875,14,false
sim1,26,2.0,0.07834599754081942,0.043323967912069314,0.0,0.0,1.0,0.07834599754081942,18,false
sim1,27,2.0,0.055407113046689244,0.04952601524511636,0.0,0.0,1.0,0.055407113046689244,15,false
sim1,28,2.0,0.06621376117816938,0.06000711719912299,0.0,0.0,1.0,0.06621376117816938,14,false
sim1,29,2.0,0.08600358186394154,0.056987751542561665,0.0,0.0,1.0,0.08600358186394154,20,false
sim1,30,2.0,0.10712783439607765,0.08472448199185915,0.0,0.0,1.0,0.10712783439607765,10,false
sim1,31,2.0,0.1101033922997415,0.0632080517257654,0.0,0.0,1.0,0.1101033922997415,20,false
sim1,32,2.0,0.05168298198236292,0.052471678091590916,0.0,0.0,1.0,0.05168298198236292,15,false
sim1,33,2.0,0.09687167745719481,0.06320365444127636,0.0,0.0,1.0,0.09687167745719481,11,false
sim1,34,2.0,0.08140449428263218,0.06131160679172716,0.0,0.0,1.0,0.08140449428263218,18,false
sim1,35,2.0,0.0842125668216702,0.0580301528091035,0.0,0.0,1.0,0.0842125668216702,20,false
sim1,36,2.0,0.07275755541629564,0.06819646468335566,0.0,0.0,1.0,0.07275755541629564,16,false
sim1,37,2.0,0.05612190962929952,0.043259599165022075,0.0,0.0,1.0,0.05612190962929952,24,false
sim1,38,2.0,0.04394106900702071,0.05070087479064354,0.0,0.0,1.0,0.04394106900702071,17,false
sim1,39,2.0,0.08977314039062315,0.08274489621389035,0.0,0.0,1.0,0.08977314039062315,23,false
sim1,40,2.0,0.05611231522954552,0.062498264148895914,0.0,0.0,1.0,0.05611231522954552,15,false
sim1,41,2.0,0.08656220896676724,0.07222373905996074,0.0,0.0,1.0,0.08656220896676724,15,false
sim1,42,2.0,0.09237194931741666,0.07263919655906055,0.0,0.0,1.0,0.09237194931741666,14,false
sim1,43,2.0,0.07273949472651103,0.0686658046680444,0.0,0.0,1.0,0.07273949472651103,12,false
sim1,44,2.0,0.045881388386803786,0.07071036669815597,0.0,0.0,1.0,0.045881388386803786,19,false
sim1,45,2.0,0.08336462677292028,0.10668220923439518,0.0,0.0,1.0,0.08336462677292028,13,false
sim1,46,2.0,0.06912448300754967,0.05431767590299854,0.0,0.0,1.0,0.06912448300754967,22,false
sim1,47,2.0,0.07207975548680724,0.057144378579144624,0.0,0.0,1.0,0.07207975548680724,18,false
sim1,48,2.0,0.05627885928572733,0.07280289479204922,0.0,0.0,1.0,0.05627885928572733,26,false
sim1,49,2.0,0.09723443825116519,0.07560154363974837,0.0,0.0,1.0,0.09723443825116519,14,false
sim1,50,2.0,0.07331579969749459,0.07022367451637429,0.0,0.0,1.0,0.07331579969749459,22,false
sim1,51,2.0,0.08877397524816334,0.05715475114314578,0.0,0.0,1.0,0.08877397524816334,28,false
sim1,52,2.0,0.06955787710306481,0.05864222574367254,0.0,0.0,1.0,0.06955787710306481,14,false
sim1,53,2.0,0.06757592515485475,0.08262612767231953,0.0,0.0,1.0,0.06757592515485475,11,false
sim1,54,2.0,0.0584020160142399,0.05294137359370286,0.0,0.0,1.0,0.0584020160142399,24,false
sim1,55,2.0,0.05908786974316034,0.04845529171426148,0.0,0.0,1.0,0.05908786974316034,12,false
sim1,56,2.0,0.06611197453967498,0.07430309254825478,0.0,0.0,1.0,0.06611197453967498,21,false
sim1,57,2.0,0.06950470462820559,0.05009492306568779,0.0,0.0,1.0,0.06950470462820559,18,false
sim1,58,2.0,0.06802930038597255,0.08216705435082097,0.0,0.0,1.0,0.06802930038597255,23,false
